CRAFTABLE PLANS LIST	Y/N	QUALITY	TYPE	STATION	CATEGORY	STYLE	RELEASE	NOTES
Leyawiin Column, Castle		Superior	Praxis	Enchanting	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Corncobs, Triple		Fine	Design	Provisioning	Hearth	Leyawiin	Blackwood	
Leyawiin Counter, Corner		Superior	Blueprint	Woodworking	Dining	Leyawiin	Blackwood	
Leyawiin Counter, Long		Superior	Blueprint	Woodworking	Dining	Leyawiin	Blackwood	
Leyawiin Counter, Wide Merchant		Epic	Blueprint	Woodworking	Dining	Leyawiin	Blackwood	
Leyawiin Cupboard, Formal		Epic	Blueprint	Woodworking	Hearth	Leyawiin	Blackwood	
Leyawiin Cupboard, Formal Display		Epic	Blueprint	Woodworking	Hearth	Leyawiin	Blackwood	
Leyawiin Cupboard, Sturdy		Superior	Blueprint	Woodworking	Hearth	Leyawiin	Blackwood	
Leyawiin Desk, Formal		Epic	Blueprint	Woodworking	Library	Leyawiin	Blackwood	
Leyawiin Divider, Carved Starfish		Legendary	Blueprint	Woodworking	Suite	Leyawiin	Waking Flame	Master Writ Furnishing
Leyawiin Divider, Octopus		Epic	Blueprint	Woodworking	Suite	Leyawiin	Blackwood	
Leyawiin Divider, Sturdy		Fine	Blueprint	Woodworking	Suite	Leyawiin	Blackwood	
Leyawiin Door, Castle		Epic	Blueprint	Woodworking	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Door, Wooden		Superior	Blueprint	Woodworking	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Doorway, Wooden Frame		Superior	Blueprint	Woodworking	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin End Table, Formal Round		Superior	Blueprint	Woodworking	Dining	Leyawiin	Blackwood	
Leyawiin Firepit, Stone		Superior	Praxis	Enchanting	Lighting	Leyawiin	Blackwood	
Leyawiin Gate, Wooden Garden		Superior	Blueprint	Woodworking	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Gravy Boat, Silver		Superior	Design	Provisioning	Hearth	Leyawiin	Blackwood	
Leyawiin Hand Mirror, Lacquered		Superior	Sketch	Jewelry	Suite	Leyawiin	Blackwood	
Leyawiin Hand Mirror, Silver		Epic	Sketch	Jewelry	Suite	Leyawiin	Blackwood	
Leyawiin Hearth, Carved Wood		Legendary	Praxis	Enchanting	Structures	Leyawiin	Waking Flame	Master Writ Furnishing
Leyawiin Hearth, Masonry		Epic	Praxis	Enchanting	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Jewelry Box, Gilded		Epic	Sketch	Jewelry	Parlor	Leyawiin	Blackwood	
Leyawiin Jewelry Box, Iron Octopus		Epic	Sketch	Jewelry	Parlor	Leyawiin	Blackwood	
Leyawiin Kylix, Silver		Superior	Design	Provisioning	Hearth	Leyawiin	Blackwood	
Leyawiin Lamp, Oil		Epic	Diagram	Blacksmithing	Lighting	Leyawiin	Blackwood	
Leyawiin Lamp, Oil Double		Epic	Diagram	Blacksmithing	Lighting	Leyawiin	Blackwood	
Leyawiin Lamp, Stationary		Superior	Diagram	Blacksmithing	Lighting	Leyawiin	Blackwood	
Leyawiin Lamppost, Floral Gilded		Epic	Diagram	Blacksmithing	Lighting	Leyawiin	Blackwood	
Leyawiin Lantern, Stationary		Fine	Diagram	Blacksmithing	Lighting	Leyawiin	Blackwood	
Leyawiin Laundry, Stack		Superior	Pattern	Clothing	Hearth	Leyawiin	Blackwood	
Leyawiin Lettuce, Leaf		Fine	Design	Provisioning	Hearth	Leyawiin	Blackwood	
Leyawiin Lightpost, Ornate		Legendary	Sketch	Jewelry	Lighting	Leyawiin	Waking Flame	Master Writ Furnishing
Leyawiin Meal, Clams		Superior	Design	Provisioning	Hearth	Leyawiin	Blackwood	
Leyawiin Meal, Lobster		Superior	Design	Provisioning	Hearth	Leyawiin	Blackwood	
Leyawiin Meal, Octopus		Superior	Design	Provisioning	Hearth	Leyawiin	Blackwood	
Leyawiin Meal, Squid		Superior	Design	Provisioning	Hearth	Leyawiin	Blackwood	
Leyawiin Meal, Vegetables		Superior	Design	Provisioning	Hearth	Leyawiin	Blackwood	
Leyawiin Merchant Stall, Portable		Epic	Blueprint	Woodworking	Courtyard	Leyawiin	Blackwood	
Leyawiin Mug, Milk		Superior	Design	Provisioning	Hearth	Leyawiin	Blackwood	
Leyawiin Nightstand, Formal		Superior	Blueprint	Woodworking	Suite	Leyawiin	Blackwood	
Leyawiin Nightstand, Sturdy		Fine	Blueprint	Woodworking	Suite	Leyawiin	Blackwood	
Leyawiin Ox Cart, Sturdy		Superior	Blueprint	Woodworking	Courtyard	Leyawiin	Blackwood	
Leyawiin Pie, Octopus		Epic	Design	Provisioning	Hearth	Leyawiin	Blackwood	
Leyawiin Pitcher, Cracked		Fine	Praxis	Enchanting	Hearth	Leyawiin	Blackwood	
Leyawiin Pitcher, Elegant		Epic	Praxis	Enchanting	Hearth	Leyawiin	Blackwood	
Leyawiin Plate, Set		Fine	Blueprint	Woodworking	Hearth	Leyawiin	Blackwood	
Leyawiin Plate, Utensils		Fine	Blueprint	Woodworking	Hearth	Leyawiin	Blackwood	
Leyawiin Plates, Stack		Superior	Blueprint	Woodworking	Hearth	Leyawiin	Blackwood	
Leyawiin Platform, Huge Square		Superior	Praxis	Enchanting	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Platform, Large Square		Superior	Praxis	Enchanting	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Platform, Narrow Steps		Superior	Praxis	Enchanting	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Platform, Wide Steps		Fine	Praxis	Enchanting	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Platter, Seafood		Superior	Design	Provisioning	Hearth	Leyawiin	Blackwood	
Leyawiin Post, Stone Garden		Fine	Praxis	Enchanting	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Pot, Domed		Fine	Praxis	Enchanting	Hearth	Leyawiin	Blackwood	
Leyawiin Pot, Waves		Superior	Praxis	Enchanting	Hearth	Leyawiin	Blackwood	
Leyawiin Pot, Wide		Fine	Praxis	Enchanting	Hearth	Leyawiin	Blackwood	
Leyawiin Potted Plant, Aspen Sapling		Superior	Praxis	Enchanting	Conservatory	Leyawiin	Blackwood	
Leyawiin Rug, Carmine Octad		Superior	Pattern	Clothing	Parlor	Leyawiin	Blackwood	
Leyawiin Sconce, Gilded Lantern		Epic	Diagram	Blacksmithing	Lighting	Leyawiin	Blackwood	
Leyawiin Sconce, Lantern		Superior	Blueprint	Woodworking	Lighting	Leyawiin	Blackwood	
Leyawiin Serving Pot, Lobster Stew		Epic	Design	Provisioning	Hearth	Leyawiin	Blackwood	
Leyawiin Stairway, Wooden		Superior	Blueprint	Woodworking	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Streetlight, Carved Waves		Superior	Blueprint	Woodworking	Lighting	Leyawiin	Blackwood	
Leyawiin Table, Formal		Superior	Blueprint	Woodworking	Dining	Leyawiin	Blackwood	
Leyawiin Table, Formal Grand		Epic	Blueprint	Woodworking	Dining	Leyawiin	Blackwood	
Leyawiin Table, Formal Square Low		Superior	Blueprint	Woodworking	Dining	Leyawiin	Blackwood	
Leyawiin Table, Sturdy Grand		Superior	Blueprint	Woodworking	Dining	Leyawiin	Blackwood	
Leyawiin Table, Sturdy Round		Fine	Blueprint	Woodworking	Dining	Leyawiin	Blackwood	
Leyawiin Table, Sturdy Square		Fine	Blueprint	Woodworking	Dining	Leyawiin	Blackwood	
Leyawiin Tapestry, Fleet		Epic	Pattern	Clothing	Parlor	Leyawiin	Blackwood	
Leyawiin Tapestry, Floral		Epic	Pattern	Clothing	Parlor	Leyawiin	Blackwood	
Leyawiin Tapestry, Hunting Party		Legendary	Pattern	Clothing	Parlor	Leyawiin	Waking Flame	Master Writ Furnishing
Leyawiin Tapestry, Lone Vessel		Superior	Pattern	Clothing	Parlor	Leyawiin	Blackwood	
Leyawiin Tapestry, Twin Vessels		Superior	Pattern	Clothing	Parlor	Leyawiin	Blackwood	
Leyawiin Teacup, Full		Fine	Design	Provisioning	Hearth	Leyawiin	Blackwood	
Leyawiin Tomatoes, Vine		Fine	Design	Provisioning	Hearth	Leyawiin	Blackwood	
Leyawiin Trunk, Carved Octad		Superior	Blueprint	Woodworking	Suite	Leyawiin	Blackwood	
Leyawiin Trunk, Floral Gilded		Epic	Blueprint	Woodworking	Suite	Leyawiin	Blackwood	
Leyawiin Trunk, Ornate		Epic	Blueprint	Woodworking	Suite	Leyawiin	Blackwood	
Leyawiin Turret, Castle		Epic	Blueprint	Woodworking	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Vase, Table		Fine	Praxis	Enchanting	Hearth	Leyawiin	Blackwood	
Leyawiin Wagon, Covered		Epic	Blueprint	Woodworking	Courtyard	Leyawiin	Blackwood	
Leyawiin Wall, Castle		Superior	Praxis	Enchanting	Structures	Leyawiin	Deadlands	Drops From Leyawiin Dailies
Leyawiin Wall, Castle Door Arch		Superior	Praxis	Enchanting	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Wall, Curved Garden		Fine	Praxis	Enchanting	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Wall Mirror, Lacquered Frame		Superior	Diagram	Blacksmithing	Suite	Leyawiin	Blackwood	
Leyawiin Wall Mirror, Silver		Epic	Diagram	Blacksmithing	Suite	Leyawiin	Blackwood	
Leyawiin Wall Shelf, Carved		Superior	Blueprint	Woodworking	Library	Leyawiin	Blackwood	
Leyawiin Wall, Straight Garden		Fine	Praxis	Enchanting	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Wall, Wainscoted		Epic	Blueprint	Woodworking	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Wall, Windowed Castle		Superior	Praxis	Enchanting	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Wall, Wooden Half		Superior	Blueprint	Woodworking	Structures	Leyawiin	Waking Flame	Drops From Leyawiin Dailies
Leyawiin Wardrobe, Formal		Epic	Blueprint	Woodworking	Suite	Leyawiin	Blackwood	
Leyawiin Well, Covered		Epic	Praxis	Enchanting	Courtyard	Leyawiin	Blackwood	
Mages Apparatus, Master		Legendary	Formula	Alchemy	Workshop	Miscellaneous	Morrowind / Clockwork	Master Writ Furnishing
Mammoth Cheese, Mastercrafted		Legendary	Design	Provisioning	Hearth	Miscellaneous	Morrowind / Clockwork	Master Writ Furnishing
Markarth Archway, Stone		Superior	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Door, Double		Epic	Diagram	Blacksmithing	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Fireplace, Stone		Epic	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Floor, Circular		Superior	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Floor, Large Oval		Epic	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Floor, Large Rectangle		Epic	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Floor, Large Square		Epic	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Floor, Square		Superior	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Pillar, Stone		Superior	Praxis	Enchanting	Courtyard	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Platform, Bordered Square		Epic	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Platform, Circular		Fine	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Platform, Square		Superior	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Post, Stone Wall		Fine	Praxis	Enchanting	Courtyard	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Stairway, Narrow Stone		Fine	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Stairway, Wide Stone		Superior	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Tower, Stone		Epic	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Walkway, Metal Trim		Epic	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Walkway, Stone		Fine	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Wall, Wide Stone		Fine	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Markarth Wall, Windowed Stone		Superior	Praxis	Enchanting	Structures	Markarth	Flames of Ambition	Drops From Markarth Dailies
Melon, Wax		Fine	Design	Provisioning	Hearth	Murkmire	Murkmire	
Miniature Garden, Bottled		Legendary	Design	Provisioning 	Parlor	Miscellaneous	Dragon Bones	Master Writ Furnishing
Mortar and Pestle		Legendary	Design	Provisioning 	Hearth	Miscellaneous	Homestead	Master Writ Furnishing
Murkmire Bed, Carved		Superior	Blueprint	Woodworking	Suite	Murkmire	Murkmire	
Murkmire Bed, Enclosed		Superior	Praxis	Enchanting	Suite	Murkmire	Murkmire	
Murkmire Bench, Armless		Fine	Praxis	Enchanting	Dining	Murkmire	Murkmire	
Murkmire Bench, Wide		Superior	Praxis	Enchanting	Dining	Murkmire	Murkmire	
Murkmire Berry Strand		Fine	Design	Provisioning	Hearth	Murkmire	Murkmire	
Murkmire Bonding Chimes, Domed		Epic	Blueprint	Woodworking	Courtyard	Murkmire	Murkmire	
Murkmire Bonding Chimes, Simple		Superior	Blueprint	Woodworking	Courtyard	Murkmire	Murkmire	
Murkmire Bookshelf		Superior	Praxis	Enchanting	Library	Murkmire	Murkmire	
Murkmire Bookshelf, Full		Superior	Praxis	Enchanting	Library	Murkmire	Murkmire	
Murkmire Bookshelf, Grand		Epic	Praxis	Enchanting	Library	Murkmire	Murkmire	
Murkmire Bookshelf, Grand Full		Epic	Praxis	Enchanting	Library	Murkmire	Murkmire	
Murkmire Brazier, Bowl		Superior	Diagram	Blacksmithing	Lighting	Murkmire	Murkmire	
Murkmire Brazier, Engraved		Superior	Praxis	Enchanting	Lighting	Murkmire	Murkmire	
Murkmire Brazier, Shell		Fine	Formula	Alchemy	Lighting	Murkmire	Murkmire	
Murkmire Candle, Bone Squat		Fine	Design	Provisioning	Lighting	Murkmire	Murkmire	
Murkmire Candle, Bone Tall		Fine	Design	Provisioning	Lighting	Murkmire	Murkmire	
Murkmire Candle, Standing Shell		Superior	Formula	Alchemy	Lighting	Murkmire	Murkmire	
Murkmire Candlepost, Driftwood		Epic	Design	Provisioning	Lighting	Murkmire	Murkmire	
Murkmire Candlepost, Timber		Superior	Design	Provisioning	Lighting	Murkmire	Murkmire	
Murkmire Candles, Bone Group		Superior	Design	Provisioning	Lighting	Murkmire	Murkmire	
Murkmire Chair, Engraved		Fine	Praxis	Enchanting	Dining	Murkmire	Murkmire	
Murkmire Chair, Woven		Superior	Blueprint	Woodworking	Dining	Murkmire	Murkmire	
Murkmire Counter, Cabinet		Superior	Blueprint	Woodworking	Dining	Murkmire	Murkmire	
Murkmire Counter, Low Cabinet		Fine	Blueprint	Woodworking	Dining	Murkmire	Murkmire	
Murkmire Desk, Engraved		Fine	Praxis	Enchanting	Library	Murkmire	Murkmire	
Murkmire Gate, Arched		Epic	Blueprint	Woodworking	Structures	Murkmire	Murkmire	
Murkmire Hearth Shrine, Sithis Coiled		Superior	Praxis	Enchanting	Undercroft	Murkmire	Murkmire	
Murkmire Hearth Shrine, Sithis Looming		Superior	Praxis	Enchanting	Undercroft	Murkmire	Murkmire	
Murkmire Hearth Shrine, Sithis Rearing		Superior	Praxis	Enchanting	Undercroft	Murkmire	Murkmire	
Murkmire Lamp, Hanging Bottle		Superior	Formula	Alchemy	Lighting	Murkmire	Murkmire	
Murkmire Lamp, Hanging Conch		Superior	Formula	Alchemy	Lighting	Murkmire	Murkmire	
Murkmire Lantern, Covered		Superior	Formula	Alchemy	Lighting	Murkmire	Murkmire	
Murkmire Pedestal, Low		Fine	Praxis	Enchanting	Undercroft	Murkmire	Murkmire	
Murkmire Pedestal, Winged		Superior	Praxis	Enchanting	Undercroft	Murkmire	Murkmire	
Murkmire Plate, Charger		Fine	Blueprint	Woodworking	Hearth	Murkmire	Murkmire	
Murkmire Platform, Reed		Epic	Blueprint	Woodworking	Structures	Murkmire	Murkmire	
Murkmire Platform, Sectioned		Superior	Praxis	Enchanting	Structures	Murkmire	Murkmire	
Murkmire Pot, Handmade		Fine	Design	Provisioning	Hearth	Murkmire	Murkmire	
Murkmire Pot, Large Carved		Superior	Design	Provisioning	Hearth	Murkmire	Murkmire	
Murkmire Ramp, Marshwood		Superior	Blueprint	Woodworking	Structures	Murkmire	Murkmire	
Murkmire Ramp, Reed		Superior	Blueprint	Woodworking	Structures	Murkmire	Murkmire	
Murkmire Rug, Crawling Serpents		Fine	Pattern	Clothing	Parlor	Murkmire	Murkmire	
Murkmire Rug, Hist Gathering		Superior	Pattern	Clothing	Parlor	Murkmire	Murkmire	
Murkmire Rug, Lurking Lizard		Fine	Pattern	Clothing	Parlor	Murkmire	Murkmire	
Murkmire Rug, Supine Turtle		Superior	Pattern	Clothing	Parlor	Murkmire	Murkmire	
Murkmire Sarcophagus, Empty		Epic	Praxis	Enchanting	Undercroft	Murkmire	Murkmire	
Murkmire Sarcophagus, Lid		Epic	Praxis	Enchanting	Undercroft	Murkmire	Murkmire	
Murkmire Sconce, Shell		Superior	Formula	Alchemy	Lighting	Murkmire	Murkmire	
Murkmire Shelf, Reed		Fine	Blueprint	Woodworking	Library	Murkmire	Murkmire	
Murkmire Shelf, Woven Hanging		Epic	Blueprint	Woodworking	Library	Murkmire	Murkmire	
Murkmire Shelves, Woven		Superior	Blueprint	Woodworking	Library	Murkmire	Murkmire	
Murkmire Shrine, Sithis Coiled		Epic	Praxis	Enchanting	Undercroft	Murkmire	Murkmire	
Murkmire Shrine, Sithis Figure		Epic	Praxis	Enchanting	Undercroft	Murkmire	Murkmire	
Murkmire Shrine, Sithis Rearing		Epic	Praxis	Enchanting	Undercroft	Murkmire	Murkmire	
Murkmire Shrine, Sithis Relief		Epic	Praxis	Enchanting	Undercroft	Murkmire	Murkmire	
Murkmire Table, Engraved		Superior	Praxis	Enchanting	Dining	Murkmire	Murkmire	
Murkmire Table, Woven		Superior	Blueprint	Woodworking	Dining	Murkmire	Murkmire	
Murkmire Tapestry, Hist Gathering		Superior	Pattern	Clothing	Parlor	Murkmire	Murkmire	
Murkmire Tapestry, Xanmeer		Fine	Pattern	Clothing	Parlor	Murkmire	Murkmire	
Murkmire Totem Post, Carved		Superior	Blueprint	Woodworking	Courtyard	Murkmire	Murkmire	
Murkmire Totem, Beacon		Epic	Praxis	Enchanting	Structures	Murkmire	Murkmire	
Murkmire Totem, Wolf-Lizard		Superior	Blueprint	Woodworking	Courtyard	Murkmire	Murkmire	
Murkmire Trunk, Leatherbound		Epic	Blueprint	Woodworking	Suite	Murkmire	Murkmire	
Murkmire Walkway, Reed		Fine	Blueprint	Woodworking	Structures	Murkmire	Murkmire	
Murkmire Wall, Corner Curve		Superior	Blueprint	Woodworking	Structures	Murkmire	Murkmire	
Murkmire Wall, Stone		Superior	Praxis	Enchanting	Structures	Murkmire	Murkmire	
Murkmire Wall, Straight		Superior	Blueprint	Woodworking	Structures	Murkmire	Murkmire	
Murkmire Wardrobe, Woven		Superior	Blueprint	Woodworking	Suite	Murkmire	Murkmire	
Noble Standing Cauldron		Epic	Design	Provisioning	Hearth	Plain Food	Homestead	
Nord Amphora, Glazed		Superior	Design	Provisioning	Hearth	Nord	Homestead	
Nord Armoire, Lattice		Superior	Blueprint	Woodworking	Suite	Nord	Homestead	
Nord Banner, Knotwork		Epic	Pattern	Clothing	Parlor	Nord	Homestead	
Nord Bed, Canopy		Epic	Blueprint	Woodworking	Suite	Nord	Homestead	
Nord Bed, Single		Fine	Blueprint	Woodworking	Suite	Nord	Homestead	
Nord Bed, Sleigh		Superior	Blueprint	Woodworking	Suite	Nord	Homestead	
Nord Bench, Braced		Fine	Blueprint	Woodworking	Dining	Nord	Homestead	
Nord Bench, Plank		Superior	Blueprint	Woodworking	Dining	Nord	Homestead	
Nord Bookcase, Alcove		Epic	Blueprint	Woodworking	Library	Nord	Homestead	
Nord Bookshelf, Alcove		Superior	Blueprint	Woodworking	Library	Nord	Homestead	
Nord Brazier, Hanging		Epic	Diagram	Blacksmithing	Lighting	Nord	Homestead	
Nord Candle, Antler		Epic	Diagram	Blacksmithing	Lighting	Nord	Homestead	
Nord Candle, Tealight		Fine	Diagram	Blacksmithing	Lighting	Nord	Homestead	
Nord Candleholder, Cup		Fine	Diagram	Blacksmithing	Lighting	Nord	Homestead	
Nord Cart, Cargo		Superior	Blueprint	Woodworking	Courtyard	Nord	Homestead	
Nord Cart, Covered		Epic	Blueprint	Woodworking	Courtyard	Nord	Homestead	
Nord Cart, Hay		Fine	Blueprint	Woodworking	Courtyard	Nord	Homestead	
Nord Cauldron, Glazed		Superior	Design	Provisioning	Hearth	Nord	Homestead	
Nord Chair, Braced		Superior	Blueprint	Woodworking	Dining	Nord	Homestead	
Nord Chair, Lattice		Epic	Blueprint	Woodworking	Dining	Nord	Homestead	
Nord Chandelier, Antler		Epic	Diagram	Blacksmithing	Lighting	Nord	Homestead	
Nord Chest, Latched		Epic	Diagram	Blacksmithing	Suite	Nord	Homestead	
Nord Counter, Cabinet		Epic	Blueprint	Woodworking	Dining	Nord	Homestead	
Nord Counter, Corner		Epic	Blueprint	Woodworking	Dining	Nord	Homestead	
Nord Counter, Long		Superior	Blueprint	Woodworking	Dining	Nord	Homestead	
Nord Crockpot, Carrot Soup		Superior	Design	Provisioning	Hearth	Nord	Homestead	
Nord Crockpot, Covered		Superior	Diagram	Blacksmithing	Hearth	Nord	Homestead	
Nord Desk, Tied		Epic	Blueprint	Woodworking	Library	Nord	Homestead	
Nord Divider, Folding		Epic	Blueprint	Woodworking	Suite	Nord	Homestead	
Nord Dresser, Braced		Superior	Blueprint	Woodworking	Suite	Nord	Homestead	
Nord Dresser, Rough		Fine	Blueprint	Woodworking	Suite	Nord	Homestead	
Nord Drinking Horn, Empty		Superior	Blueprint	Woodworking	Hearth	Nord	Homestead	
Nord Footlocker, Braced		Superior	Blueprint	Woodworking	Suite	Nord	Homestead	
Nord Hutch, Rough		Fine	Blueprint	Woodworking	Hearth	Nord	Homestead	
Nord Lamppost, Stone		Epic	Diagram	Blacksmithing	Lighting	Nord	Homestead	
Nord Lantern, Cage		Fine	Diagram	Blacksmithing	Lighting	Nord	Homestead	
Nord Lantern, Hanging		Superior	Diagram	Blacksmithing	Lighting	Nord	Homestead	
Nord Nightstand, Braced		Epic	Blueprint	Woodworking	Suite	Nord	Homestead	
Nord Nightstand, Rough		Fine	Blueprint	Woodworking	Suite	Nord	Homestead	
Nord Pot, Ceramic		Fine	Design	Provisioning	Hearth	Nord	Homestead	
Nord Pot, Covered		Fine	Diagram	Blacksmithing	Hearth	Nord	Homestead	
Nord Pot, Empty		Superior	Design	Provisioning	Hearth	Nord	Homestead	
Nord Pot, Stew		Fine	Design	Provisioning	Hearth	Nord	Homestead	
Nord Rack, Wine		Superior	Blueprint	Woodworking	Hearth	Nord	Homestead	
Nord Rug, Bearskin		Epic	Pattern	Clothing	Parlor	Nord	Homestead	
Nord Shelf, Braced		Fine	Blueprint	Woodworking	Library	Nord	Homestead	
Nord Shelf, Wall		Fine	Blueprint	Woodworking	Library	Nord	Homestead	
Nord Stool, Braced		Superior	Blueprint	Woodworking	Workshop	Nord	Homestead	
Nord Stool, Rough		Fine	Blueprint	Woodworking	Workshop	Nord	Homestead	
Nord Streetlamps, Stone		Epic	Diagram	Blacksmithing	Lighting	Nord	Homestead	
Nord Table, Braced		Superior	Blueprint	Woodworking	Dining	Nord	Homestead	
Nord Table, Dining		Superior	Blueprint	Woodworking	Dining	Nord	Homestead	
Nord Table, Formal		Epic	Blueprint	Woodworking	Dining	Nord	Homestead	
Nord Table, Game		Epic	Blueprint	Woodworking	Parlor	Nord	Homestead	
