Name	Quality	Category	Resin	Wax	Ochre	Rune	Wood	Regulus	Bast	Pelt	Patch	Mat Sum
Nord Tapestry, Ship	epic	Parlor		9.0		7.0			12.0		Homestead	28.0
Nord Torch, Triple	fine	Lighting	3.0				5.0				Homestead	8.0
Nord Trestle, Braced	superior	Dining	5.0				7.0				Homestead	12.0
Nord Trestle, Tied	epic	Dining		7.0		9.0	12.0				Homestead	28.0
Nord Trunk, Buckled	epic	Suite				7.0	12.0	9.0			Homestead	28.0
Nord Trunk, Faded	superior	Suite				5.0	9.0	5.0			Homestead	19.0
Nord Trunk, Heavy	fine	Suite					7.0				Homestead	7.0
Nord Urn, Braided	epic	Hearth		10.0		8.0		6.0			Homestead	24.0
Nord Urn, Ceramic	fine	Hearth		4.0							Homestead	4.0
Nord Vase, Bent	superior	Parlor		7.0		6.0					Homestead	13.0
Obelisk, Lord Hircine Ritual	 Superior	Undercroft	7.0			10.0					Wolfhunter	17.0
Oranges, Bunch	superior	Hearth	6.0	8.0							Homestead	14.0
Orcish Armchair, Peaked	superior	Dining					9.0	6.0			Homestead	15.0
Orcish Armoire, Peaked	epic	Suite				7.0	11.0	8.0			Homestead	26.0
Orcish Backpack	epic	Hearth					9.0	6.0		11.0	Homestead	26.0
Orcish Banner, Faded	fine	Parlor					3.0			5.0	Homestead	8.0
Orcish Banner, Hammer Fist	superior	Parlor						5.0	11.0		Homestead	16.0
Orcish Banner, Worn	fine	Parlor					4.0			6.0	Homestead	10.0
Orcish Bar, Long Block	fine	Dining					5.0				Homestead	5.0
Orcish Bar, Long Branded Block	superior	Dining					7.0				Homestead	7.0
Orcish Bar, Side	fine	Dining				3.0	7.0	4.0			Homestead	14.0
Orcish Bed, Peaked	epic	Suite				6.0	12.0	6.0		8.0	Homestead	32.0
Orcish Bedding, Fur	fine	Suite								6.0	Homestead	6.0
Orcish Bedding, Peaked	superior	Suite					10.0	5.0		6.0	Homestead	21.0
Orcish Bedding, Stone	fine	Suite				7.0				4.0	Homestead	11.0
Orcish Bench, Cabled	fine	Dining					7.0				Homestead	7.0
Orcish Bookcase, Peaked	epic	Library				8.0	11.0	7.0			Homestead	26.0
Orcish Bookshelf, Engraved	superior	Library				7.0	4.0				Homestead	11.0
Orcish Bookshelf, Peaked	epic	Library				7.0	11.0				Homestead	18.0
Orcish Bowl, Buffed	epic	Hearth	7.0	8.0							Homestead	15.0
Orcish Bowl, Rugged	fine	Hearth		6.0				4.0			Homestead	10.0
Orcish Bowl, Stone	superior	Hearth				10.0		6.0			Homestead	16.0
Orcish Brazier, Bordered	epic	Lighting	7.0			8.0		11.0			Homestead	26.0
Orcish Brazier, Floor	epic	Lighting	6.0			8.0		10.0			Homestead	24.0
Orcish Brazier, Hanging	epic	Lighting	8.0			8.0		12.0			Homestead	28.0
Orcish Brazier, Pedestal	superior	Lighting		5.0		8.0		10.0			Homestead	23.0
Orcish Brazier, Pillar	epic	Lighting	12.0			8.0		8.0			Homestead	28.0
Orcish Brazier, Smoldering	fine	Lighting				5.0	3.0				Homestead	8.0
Orcish Brazier, Tabletop	epic	Lighting	6.0			10.0		12.0			Homestead	28.0
Orcish Bucket, Cistern	superior	Hearth					6.0				Homestead	6.0
Orcish Bunkbed, Leather	superior	Suite					9.0			6.0	Homestead	15.0
Orcish Cabinet, Bedside	epic	Suite				10.0	8.0				Homestead	18.0
Orcish Cabinet, Branded	superior	Hearth				5.0	9.0	7.0			Homestead	21.0
Orcish Cabinet, Engraved	epic	Hearth				8.0	10.0	6.0			Homestead	24.0
Orcish Candle Sconce, Horn	epic	Lighting		10.0		7.0		6.0			Homestead	23.0
Orcish Candleholder, Horn	epic	Lighting		9.0		6.0	11.0				Homestead	26.0
Orcish Candlestick, Horn	epic	Lighting		9.0		7.0	12.0				Homestead	28.0
Orcish Canister, Rugged	fine	Hearth		6.0							Homestead	6.0
Orcish Canopy, Shingled	superior	Structures	7.0				8.0			12.0	Homestead	27.0
Orcish Capsule, Sealed	epic	Hearth		9.0		7.0		6.0			Homestead	22.0
Orcish Carpet, Fringed	fine	Parlor				5.0				7.0	Homestead	12.0
Orcish Cask, Rugged	fine	Hearth		7.0							Homestead	7.0
Orcish Cauldron, Sealed	epic	Undercroft				7.0		11.0			Homestead	18.0
Orcish Chair, Peaked	epic	Dining					8.0	4.0			Homestead	12.0
Orcish Chandelier, Practical	superior	Lighting	7.0	6.0				10.0			Homestead	23.0
Orcish Chandelier, Spiked	epic	Lighting		7.0		9.0		12.0			Homestead	28.0
Orcish Chest, Buckled	epic	Suite				8.0	6.0	10.0			Homestead	24.0
Orcish Coffer, Bolted	epic	Suite				7.0	11.0	8.0			Homestead	26.0
Orcish Counter, Block	fine	Dining				5.0	7.0	3.0			Homestead	15.0
Orcish Counter, Branded	superior	Dining					8.0	5.0			Homestead	13.0
Orcish Counter, Corner	epic	Dining				8.0	10.0	6.0			Homestead	24.0
Orcish Counter, Island Stall	fine	Dining				4.0	7.0	3.0			Homestead	14.0
Orcish Cradle, Peaked	epic	Suite					10.0	7.0		7.0	Homestead	24.0
Orcish Cupboards, Peaked	epic	Hearth				6.0	11.0	7.0			Homestead	24.0
Orcish Curtain, Curved	superior	Suite					5.0	5.0		9.0	Homestead	19.0
Orcish Curtain, Folding	superior	Suite				6.0	8.0	5.0			Homestead	19.0
Orcish Desk, Engraved	superior	Library				8.0	4.0	4.0			Homestead	16.0
Orcish Divider, Curved	epic	Suite				12.0	8.0	8.0			Homestead	28.0
Orcish Divider, Folded	epic	Suite				7.0	11.0	8.0			Homestead	26.0
Orcish Dresser, Engraved	epic	Suite				11.0	7.0	6.0			Homestead	24.0
Orcish Dresser, Open	superior	Suite				8.0	5.0				Homestead	13.0
Orcish Footlocker, Buckled	superior	Suite					7.0	10.0			Homestead	17.0
Orcish Goblet, Stone	superior	Hearth		7.0				5.0			Homestead	12.0
Orcish Hutch, Engraved	epic	Hearth				9.0	7.0				Homestead	16.0
Orcish Hutch, Storage	epic	Hearth	7.0			8.0	11.0				Homestead	26.0
Orcish Knife, Kitchen	epic	Hearth	6.0				9.0	11.0			Homestead	26.0
Orcish Lantern, Hanging	superior	Lighting		5.0		5.0		8.0			Homestead	18.0
Orcish Lantern, Hooded	fine	Lighting	4.0					6.0			Homestead	10.0
Orcish Mirror, Peaked	epic	Suite	11.0				8.0	7.0			Homestead	26.0
Orcish Mug, Horn	epic	Hearth		7.0			10.0				Homestead	17.0
Orcish Mug, Rugged	fine	Hearth						5.0			Homestead	5.0
Orcish Nightstand, Engraved	epic	Suite				6.0	10.0	8.0			Homestead	24.0
Orcish Nightstand, Open	superior	Suite				7.0					Homestead	7.0
Orcish Pew, Peaked	superior	Dining					8.0	5.0			Homestead	13.0
Orcish Plate, Stone	superior	Hearth				9.0		6.0			Homestead	15.0
Orcish Platform, Block	fine	Structures	3.0				7.0	4.0			Homestead	14.0
Orcish Platform, Stage	superior	Structures	5.0				7.0	5.0			Homestead	17.0
Orcish Platter, Serving	epic	Hearth		8.0				6.0			Homestead	14.0
Orcish Sack, Bean	superior	Hearth		6.0					9.0		Homestead	15.0
Orcish Sack, Flour	superior	Hearth		6.0						9.0	Homestead	15.0
Orcish Sack, Grain	superior	Hearth		6.0						10.0	Homestead	16.0
Orcish Saucer, Stone	superior	Hearth				9.0		6.0			Homestead	15.0
Orcish Sconce, Bordered	epic	Lighting	6.0			9.0		11.0			Homestead	26.0
Orcish Sconce, Caged	superior	Lighting				7.0	5.0	9.0			Homestead	21.0
Orcish Sconce, Scrolled	epic	Lighting	7.0			7.0		10.0			Homestead	24.0
Orcish Shelf, Long	fine	Library					5.0				Homestead	5.0
Orcish Shelf, Short	fine	Library					6.0	4.0			Homestead	10.0
Orcish Shelter, Shingled	superior	Structures					6.0	4.0		10.0	Homestead	20.0
Orcish Shelves, Braced	fine	Library					7.0	4.0			Homestead	11.0
Orcish Shelves, Storage	epic	Library					9.0	6.0			Homestead	15.0
Orcish Sideboard, Engraved	epic	Hearth				11.0	9.0	6.0			Homestead	26.0
Orcish Skull Goblet, Full	legendary	Hearth	11.0	11.0		11.0		15.0			Homestead	48.0
Orcish Statue, Strength	epic	Courtyard	8.0			12.0		8.0			Homestead	28.0
Orcish Stein, Horn	epic	Hearth		7.0			9.0				Homestead	16.0
Orcish Stool, Cabled	fine	Workshop					6.0	3.0			Homestead	9.0
Orcish Strongbox, Buckled	epic	Suite				7.0	8.0	11.0			Homestead	26.0
Orcish Table with Fur	legendary	Dining				15.0	13.0			15.0	Homestead	43.0
Orcish Table, Block	fine	Dining					7.0	4.0			Homestead	11.0
Orcish Table, Braced Formal	fine	Dining					6.0	3.0			Homestead	9.0
Orcish Table, Braced Kitchen	fine	Dining					7.0	5.0			Homestead	12.0
Orcish Table, Engraved	superior	Dining				7.0	4.0				Homestead	11.0
Orcish Table, Formal	superior	Dining				8.0	5.0	5.0			Homestead	18.0
Orcish Table, Game	epic	Parlor				12.0	8.0	8.0			Homestead	28.0
Orcish Table, Grand	epic	Dining				12.0	8.0	8.0			Homestead	28.0
Orcish Table, Kitchen	superior	Dining				6.0	4.0				Homestead	10.0
Orcish Tapestry, Axe	epic	Parlor	8.0			8.0				12.0	Homestead	28.0
Orcish Tapestry, Heroes	epic	Parlor	8.0			9.0				13.0	Homestead	30.0
Orcish Tapestry, Hunt	epic	Parlor	9.0			7.0			12.0		Homestead	28.0
Orcish Tapestry, Spear	legendary	Parlor	11.0	11.0		11.0			15.0		Homestead	48.0
Orcish Tapestry, Sword	epic	Parlor	8.0			8.0				12.0	Homestead	28.0
Orcish Tapestry, War	epic	Parlor	7.0	6.0		8.0				13.0	Homestead	34.0
Orcish Tent, Shingled	fine	Structures					7.0			3.0	Homestead	10.0
Orcish Throne, Engraved	legendary	Gallery				15.0	13.0	13.0			Homestead	41.0
Orcish Throne, Peaked	legendary	Gallery				13.0	15.0	13.0			Homestead	41.0
Orcish Throne, Stone	legendary	Gallery				15.0	13.0	13.0			Homestead	41.0
Orcish Trestle, Engraved	superior	Dining				6.0	4.0				Homestead	10.0
Orcish Trunk, Braced	fine	Suite					7.0	3.0			Homestead	10.0
Orcish Trunk, Buckled	epic	Suite				8.0	7.0	11.0			Homestead	26.0
Orcish Trunk, Heavy	superior	Suite					6.0	9.0			Homestead	15.0
Orcish Urn, Ceramic	superior	Hearth		6.0		4.0					Homestead	10.0
Orcish Urn, Sealed	epic	Hearth		7.0		8.0		11.0			Homestead	26.0
Orcish Vessel, Sealed	epic	Undercroft	6.0	6.0				10.0			Homestead	22.0
Orcish Vessel, Sealed Ceramic	superior	Undercroft		6.0							Homestead	6.0
Orcish Wash Tub	fine	Hearth					4.0				Homestead	4.0
Peaches, Bunch	superior	Hearth	6.0	8.0							Homestead	14.0
Pie Dish, Display	epic	Hearth	8.0	10.0				6.0			Homestead	24.0
Pie Dish, Empty	superior	Hearth		5.0				8.0			Homestead	13.0
Plums, Bunch	superior	Hearth	6.0	8.0							Homestead	14.0
Podium, Skinning	legendary	Workshop	13.0				15.0			15.0	Homestead	43.0
Pot Pie, Display	superior	Hearth	5.0	7.0							Homestead	12.0
Potato, Wax	fine	Hearth		3.0							Homestead	3.0
Pottery Wheel, Ever-turning	legendary	Workshop	12.0	11.0		15.0		11.0			Elsweyr	49.0
Provisioning Station, Elsweyr Grill	legendary	Services	10.0	11.0		13.0		15.0			Scalebreaker	49.0
Provisioning Station, Solitude Grill	legendary	Services		11.0		11.0	13.0	15.0			Flames of Ambition	50.0
Psijic Banner	superior	Parlor	5.0			5.0			9.0		Summerset	19.0
Psijic Banner, Large	epic	Parlor	8.0			8.0			12.0		Summerset	28.0
Psijic Chair, Arched	fine	Dining			3.0	7.0	2.0				Summerset	12.0
Psijic Lighting Globe, Large	epic	Lighting	10.0	6.0		12.0					Summerset	28.0
Psijic Lighting Globe, Small	superior	Lighting	6.0			9.0					Summerset	15.0
Psijic Table, Grand	legendary	Dining	13.0		10.0	15.0					Summerset	38.0
Psijic Table, Scalloped	epic	Dining	8.0		8.0	12.0					Summerset	28.0
Psijic Table, Six-Fold Symmetry	epic	Dining	8.0		8.0	12.0					Summerset	28.0
Psijic Table, Small	superior	Dining	6.0		6.0	10.0	3.0				Summerset	25.0
Pumpkin, Display	fine	Hearth		3.0							Homestead	3.0
Radish, Wax	fine	Hearth		3.0							Homestead	3.0
Reachmen Chandelier, Gnarled	epic	Lighting			6.0	10.0	13.0				Markarth	29.0
Reachmen Chandelier, Shaded	superior	Lighting			5.0		9.0				Markarth	14.0
Reachmen Pergola, Ivy	superior	Structures					9.0		6.0		Markarth	15.0
Redguard Amphora, Polished	superior	Hearth	5.0	7.0				5.0			Homestead	17.0
Redguard Armchair, Cushioned	superior	Dining					7.0		10.0		Homestead	17.0
Redguard Armchair, Slatted	fine	Dining					6.0				Homestead	6.0
Redguard Armchair, Starry	epic	Dining				6.0	9.0		11.0		Homestead	26.0
Redguard Awning, Desert Flame	superior	Structures					5.0		8.0		Homestead	13.0
Redguard Awning, Oasis	superior	Structures	8.0				8.0		12.0		Homestead	28.0
Redguard Banner, Post	fine	Parlor					5.0				Homestead	5.0
Redguard Bar, Long Cabinet	fine	Dining					6.0				Homestead	6.0
Redguard Basket, Closed	superior	Hearth	5.0						7.0		Homestead	12.0
Redguard Bed, Full	fine	Suite					6.0		4.0		Homestead	10.0
Redguard Bed, Full Arched	superior	Suite					5.0		7.0		Homestead	12.0
Redguard Bed, Full Lattice	epic	Suite					12.0	8.0	8.0		Homestead	28.0
Redguard Bed, Wide	fine	Suite					6.0		4.0		Homestead	10.0
Redguard Bed, Wide Canopy	epic	Suite					8.0	8.0	12.0		Homestead	28.0
Redguard Bed, Wide Grand	superior	Suite					6.0		9.0		Homestead	15.0
Redguard Bench, Padded	epic	Dining					8.0	6.0	10.0		Homestead	24.0
Redguard Bench, Slatted	fine	Dining					5.0				Homestead	5.0
Redguard Bin, Roped	fine	Workshop					5.0		3.0		Homestead	8.0
Redguard Bin, Sealed	fine	Workshop					5.0				Homestead	5.0
Redguard Bookcase, Arched	superior	Library	6.0			8.0	10.0				Homestead	24.0
Redguard Bookcase, Full	epic	Library	8.0			9.0	13.0				Homestead	30.0
Redguard Bookcase, Piled	epic	Library	8.0			8.0	12.0				Homestead	28.0
Redguard Bottle, Delicate	epic	Hearth	11.0			7.0		8.0			Homestead	26.0
Redguard Bottle, Stained Glass	epic	Hearth	10.0	7.0				7.0			Homestead	24.0
Redguard Bowl, Gilded	epic	Hearth		6.0		10.0		7.0			Homestead	23.0
Redguard Bowl, Hanging Star	superior	Hearth	6.0	5.0				10.0			Homestead	21.0
Redguard Brazier, Enchanted	epic	Lighting	9.0			7.0		12.0			Homestead	28.0
Redguard Brazier, Garish	epic	Lighting	8.0			8.0		12.0			Homestead	28.0
Redguard Brazier, Robust	superior	Lighting				6.0	4.0	9.0			Homestead	19.0
Redguard Cabinet, Inlaid	superior	Library				5.0	10.0	5.0			Homestead	20.0
Redguard Candelabra, Polished	epic	Lighting	8.0	7.0				11.0			Homestead	26.0
Redguard Candelabra, Practical	fine	Lighting		3.0			6.0				Homestead	9.0
Redguard Candelabra, Twisted	epic	Lighting	7.0			7.0		10.0			Homestead	24.0
Redguard Candleholder, Polished	superior	Lighting		5.0			9.0	7.0			Homestead	21.0
Redguard Candleholder, Practical	fine	Lighting		4.0				7.0			Homestead	11.0
Redguard Candlestick, Polished	superior	Lighting	7.0	6.0			10.0				Homestead	23.0
Redguard Candlestick, Practical	fine	Lighting					4.0				Homestead	4.0
Redguard Cannister, Gilded	epic	Hearth	8.0			7.0		11.0			Homestead	26.0
Redguard Canopy, Dawn	superior	Structures					6.0		9.0		Homestead	15.0
Redguard Canopy, Stars	epic	Structures	8.0				7.0		11.0		Homestead	26.0
Redguard Caravan, Cargo	epic	Courtyard					12.0	8.0	8.0		Homestead	28.0
Redguard Caravan, Merchant	epic	Courtyard					11.0	6.0	7.0		Homestead	24.0
Redguard Caravan, Practical	superior	Courtyard					9.0	5.0	5.0		Homestead	19.0
Redguard Carpet, Dunes	superior	Parlor	6.0						9.0		Homestead	15.0
Redguard Carpet, Mirage	epic	Parlor	9.0			7.0			12.0		Homestead	28.0
Redguard Carpet, Oasis	epic	Parlor	9.0			7.0			12.0		Homestead	28.0
Redguard Carriage, Merchant	superior	Courtyard	5.0				10.0	8.0			Homestead	23.0
Redguard Carriage, Practical	fine	Courtyard					6.0	4.0			Homestead	10.0
Redguard Cart, Practical	fine	Courtyard					7.0	4.0			Homestead	11.0
Redguard Cart, Work	fine	Courtyard					6.0	4.0			Homestead	10.0
Redguard Cask, Sealed	superior	Workshop	5.0	5.0			7.0				Homestead	17.0
Redguard Cauldron, Clawfoot	superior	Undercroft		5.0				8.0			Homestead	13.0
Redguard Censer, Hanging Bell	epic	Undercroft	8.0			8.0		12.0			Homestead	28.0
Redguard Censer, Hanging Bulb	epic	Undercroft		8.0		8.0		12.0			Homestead	28.0
Redguard Censer, Hanging Disc	epic	Undercroft	6.0	6.0		8.0		12.0			Homestead	32.0
Redguard Censer, Hanging Horn	epic	Undercroft		8.0		8.0		12.0			Homestead	28.0
Redguard Chair, Backless	fine	Dining					5.0				Homestead	5.0
Redguard Chair, Slatted	fine	Dining					4.0				Homestead	4.0
Redguard Chair, Starry	epic	Dining				6.0	9.0		11.0		Homestead	26.0
Redguard Chalice, Empty	epic	Hearth	8.0			8.0		12.0			Homestead	28.0
Redguard Chalice, Full	epic	Hearth		8.0		8.0		12.0			Homestead	28.0
Redguard Chandelier, Dark	epic	Lighting	6.0			10.0		12.0			Homestead	28.0
Redguard Chandelier, Grated	epic	Lighting		8.0		8.0		12.0			Homestead	28.0
Redguard Chandelier, Polished	epic	Lighting	8.0			9.0		13.0			Homestead	30.0
Redguard Chandelier, Polished Grated	epic	Lighting	8.0			8.0		12.0			Homestead	28.0
Redguard Couch, Bolted	fine	Parlor					6.0				Homestead	6.0
Redguard Couch, Padded	superior	Parlor					6.0		8.0		Homestead	14.0
Redguard Couch, Slatted	epic	Parlor					9.0	6.0	11.0		Homestead	26.0
Redguard Counter, Bar Island	epic	Dining	6.0	7.0		7.0	12.0				Homestead	32.0
Redguard Counter, Block Island	epic	Dining	6.0	7.0		7.0	12.0				Homestead	32.0
Redguard Counter, Cabinet	superior	Dining					8.0	5.0			Homestead	13.0
Redguard Counter, Corner	superior	Dining					8.0	5.0			Homestead	13.0
Redguard Counter, Grill	epic	Dining		7.0		7.0	13.0	7.0			Homestead	34.0
Redguard Cup, Empty	fine	Hearth						4.0			Homestead	4.0
Redguard Cup, Full	fine	Hearth		4.0				4.0			Homestead	8.0
Redguard Cupboard, Lattice	superior	Hearth	5.0				8.0	5.0			Homestead	18.0
Redguard Cupboard, Sturdy	epic	Hearth		6.0		7.0	9.0				Homestead	22.0
Redguard Curtain, Desert Rose	fine	Parlor							6.0		Homestead	6.0
Redguard Curtain, Smoky	fine	Parlor							5.0		Homestead	5.0
Redguard Decanter, Delicate	epic	Hearth	10.0			7.0		7.0			Homestead	24.0
Redguard Decanter, Glass	epic	Hearth	10.0	7.0				7.0			Homestead	24.0
Redguard Desk, Bolted	epic	Library	7.0				11.0	8.0			Homestead	26.0
Redguard Desk, Florid	superior	Library				4.0	6.0				Homestead	10.0
Redguard Desk, Sturdy	fine	Library					7.0	4.0			Homestead	11.0
Redguard Divider, Florid	superior	Suite					10.0	6.0			Homestead	16.0
Redguard Divider, Lattice	epic	Suite				8.0	12.0	8.0			Homestead	28.0
Redguard Enclosure, Arc	epic	Dining	6.0	6.0		12.0		6.0			Homestead	30.0
Redguard End Table, Inlaid	superior	Parlor	6.0			6.0	10.0	6.0			Homestead	28.0
Redguard End Table, Oasis	superior	Parlor				5.0	9.0	5.0			Homestead	19.0
Redguard End Table, Tea	epic	Parlor	7.0			7.0	10.0				Homestead	24.0
Redguard Firepit, Stone	epic	Lighting	9.0			13.0	8.0				Homestead	30.0
Redguard Footlocker, Braced	superior	Suite					10.0	7.0			Homestead	17.0
Redguard Footstool, Starry	epic	Workshop				7.0	8.0		11.0		Homestead	26.0
Redguard Goblet, Empty	superior	Hearth	5.0					8.0			Homestead	13.0
Redguard Goblet, Full	superior	Hearth	4.0	5.0				8.0			Homestead	17.0
Redguard Hourglass of Desert Sands	epic	Parlor	11.0				7.0	8.0			Homestead	26.0
Redguard Jar, Baroque	epic	Hearth		8.0		12.0		8.0			Homestead	28.0
Redguard Jar, Oasis	epic	Hearth		8.0		11.0		7.0			Homestead	26.0
Redguard Kabobs, Plate	superior	Hearth	4.0	8.0				5.0			Homestead	17.0
Redguard Kabobs, Wax	fine	Hearth		3.0							Homestead	3.0
Redguard Keg, Hefty	superior	Hearth	5.0				7.0		5.0		Homestead	17.0
Redguard Lamp, Caged	epic	Lighting	11.0	6.0				9.0			Homestead	26.0
Redguard Lantern, Caged	epic	Lighting	11.0			9.0		6.0			Homestead	26.0
Redguard Lantern, Caged Stand	epic	Lighting	11.0	7.0				8.0			Homestead	26.0
Redguard Lantern, Cannister	epic	Lighting	11.0			6.0		9.0			Homestead	26.0
Redguard Lantern, Delicate	epic	Lighting	11.0			7.0		8.0			Homestead	26.0
Redguard Mat, Desert	epic	Parlor	6.0	8.0					10.0		Homestead	24.0
Redguard Mat, Desert Sun	epic	Parlor	8.0			7.0			11.0		Homestead	26.0
Redguard Mat, Meditation	epic	Parlor	8.0			7.0			11.0		Homestead	26.0
Redguard Mat, Mirage	epic	Parlor	8.0			7.0			11.0		Homestead	26.0
Redguard Mat, Starburst	epic	Parlor	7.0	7.0					10.0		Homestead	24.0
Redguard Mat, Sunrise	epic	Parlor	8.0	6.0					10.0		Homestead	24.0
Redguard Mat, Sunset	superior	Parlor	5.0						9.0		Homestead	14.0
Redguard Mug, Empty	superior	Hearth				5.0		8.0			Homestead	13.0
Redguard Mug, Full	superior	Hearth		4.0		5.0		8.0			Homestead	17.0
Redguard Nightstand, Bolted	epic	Suite				8.0	12.0	8.0			Homestead	28.0
Redguard Nightstand, Florid	superior	Suite					9.0	7.0			Homestead	16.0
Redguard Nightstand, Sturdy	fine	Suite					5.0				Homestead	5.0
Redguard Pillow Roll, Desert Flame	epic	Suite	8.0	6.0					10.0		Dragon Bones	24.0
Redguard Pillow Roll, Oasis	epic	Suite	9.0	8.0					13.0		Homestead	30.0
Redguard Pillow, Florid Flames	epic	Suite	6.0	7.0					9.0		Dragon Bones	22.0
Redguard Pillow, Florid Oasis	epic	Suite	8.0	8.0					12.0		Homestead	28.0
Redguard Pillow, Florid Sunset	epic	Suite	7.0	6.0					9.0		Homestead	22.0
Redguard Pillow, Lattice Flames	epic	Suite	7.0	7.0					10.0		Dragon Bones	24.0
Redguard Pillow, Oasis	epic	Suite	7.0	7.0					10.0		Homestead	24.0
Redguard Pillow, Sunset	epic	Suite	7.0	7.0					10.0		Homestead	24.0
Redguard Pot, Capped	fine	Hearth		5.0				3.0			Homestead	8.0
Redguard Pot, Ceramic	fine	Hearth		5.0							Homestead	5.0
Redguard Pot, Hanging Brushed	fine	Hearth						4.0			Homestead	4.0
Redguard Pot, Hanging Garish	epic	Hearth	7.0	6.0		7.0		12.0			Homestead	32.0
Redguard Pot, Hanging Mosaic	epic	Hearth	6.0	10.0				7.0			Homestead	23.0
Redguard Pot, Lacquered	superior	Hearth		7.0				5.0			Homestead	12.0
Redguard Pot, Mosaic	epic	Hearth	6.0	9.0				7.0			Homestead	22.0
Redguard Pot, Sealed	fine	Hearth		5.0				3.0			Homestead	8.0
Redguard Rack, Barrel	fine	Hearth					6.0	3.0			Homestead	9.0
Redguard Runner, Oasis	epic	Parlor	7.0	7.0					10.0		Homestead	24.0
Redguard Runner, Sun	superior	Parlor	5.0	5.0					10.0		Homestead	20.0
Redguard Satchel, Heavy	epic	Parlor	5.0					4.0	8.0		Homestead	17.0
Redguard Sconce, Polished	superior	Lighting		5.0				8.0			Homestead	13.0
Redguard Shelf, Arched	superior	Library					7.0	5.0			Homestead	12.0
Redguard Shelf, Barrel	superior	Library					5.0	8.0	5.0		Homestead	18.0
Redguard Shelf, Bolted	epic	Library					9.0	6.0	6.0		Homestead	21.0
Redguard Shelf, Sturdy	fine	Library					5.0				Homestead	5.0
Redguard Slices, Wax	epic	Hearth		9.0		7.0		7.0			Homestead	23.0
Redguard Sofa, Desert Flame	superior	Parlor					6.0		9.0		Homestead	15.0
Redguard Spittoon, Gilded	epic	Hearth		5.0				8.0			Homestead	13.0
Redguard Stool, Block	fine	Workshop					4.0				Homestead	4.0
Redguard Stool, Padded	superior	Workshop					9.0		6.0		Homestead	15.0
Redguard Stool, Starry	epic	Workshop				6.0	8.0		10.0		Homestead	24.0
Redguard Stool, Sturdy	fine	Workshop					6.0				Homestead	6.0
Redguard Streetlamp, Single	fine	Lighting					5.0	7.0			Homestead	12.0
Redguard Streetlamps, Full	epic	Lighting				9.0	7.0	12.0			Homestead	28.0
